CreationTime,Operation,UserId,ObjectId,ResultStatus,ClientIP,AppId,RequestId,CorrelationId
2024-01-02T11:46:24Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,158.144.145.82,Azure Active Directory,b1ff7726-26c2-4922-afa6-d58c43281aee,40ed3e7a-7104-4db2-8206-6659d22b344b
2024-01-02T11:46:49Z,UserLoginFailed,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Failed,176.147.87.165,Azure Active Directory,38076d3f-1dd6-4c9c-9c47-63ed754c6d5c,517cf387-ef85-4d5e-b08b-3015648545c1
2024-01-02T12:34:32Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,35.11.219.60,Azure Active Directory,a48d3aab-87c7-4a2a-9724-31fe5d9bd8e7,81f40b0e-2329-4392-90f7-fcf7fbd4ebd2
2024-01-02T16:17:03Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,196.63.149.167,Azure Active Directory,aea62c32-74f2-44bc-9480-f848e7795976,0f3e8f0a-455f-49da-a8b1-5d1f5937fe52
2024-01-02T17:48:00Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,253.223.169.204,Azure Active Directory,c44d78eb-fdcb-4b6e-82c0-c9af81b857c6,ce675276-1299-459d-b8f2-e8ddafc8b7cb
2024-01-03T07:08:28Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,198.146.205.17,Azure Active Directory,321ea6de-aa5d-409c-95a3-b38ba2bf6fd2,7c834acb-15db-47d2-bf1f-d434a525217b
2024-01-03T07:16:18Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,95.129.23.32,Azure Active Directory,561ed0af-117e-4339-a750-435f687af451,af05a578-9d0b-4e2a-9687-10ff30d96848
2024-01-03T09:06:06Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,121.26.103.106,Azure Active Directory,71ac24ce-830d-4c67-abb1-4228fffe22eb,2ced7897-3ac5-449e-b26e-e664df3e3d78
2024-01-03T11:53:08Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,188.210.58.55,Azure Active Directory,cfe10602-6e06-4486-ac9a-a9f7b6a7eb2c,0c1264ab-7da9-4baa-a3e5-9982fe31da76
2024-01-03T13:39:40Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,85.143.93.156,Azure Active Directory,c01396ab-526b-4109-a530-0a6a8742a9b4,dedcd27f-95dd-4c75-9456-20319f14fd9a
2024-01-03T13:40:23Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,80.123.112.32,Azure Active Directory,2674d86a-f393-4dce-8f8c-f193a1d4af1d,5a5f5487-2df4-45db-8880-823d82a6ff11
2024-01-03T14:47:26Z,UserLoggedIn,fiztwilliam.darcy@winchester77.onmicrosoft.com,Login,Succeeded,18.68.221.187,Azure Active Directory,b9940924-36c2-4270-8deb-a45a90583448,0aad6d4b-4507-4f7c-9dc5-2ac2ce17fdb6
2024-01-03T17:08:25Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,102.226.103.249,Azure Active Directory,d51c59cb-2dfe-480e-bc2f-b96989621b4d,9d2f153a-5048-45b9-b805-185701f54d64
2024-01-03T17:44:04Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,42.159.147.244,Azure Active Directory,6a8a559c-257e-4032-b93e-cd751602f279,7e36efa4-ec66-4d3a-a86a-74fc34587478
2024-01-04T08:04:31Z,UserLoggedIn,fiztwilliam.darcy@winchester77.onmicrosoft.com,Login,Succeeded,220.79.17.90,Azure Active Directory,e3cbe88e-7c45-4d16-b992-05e2ace52e3c,bcb51579-cff9-4073-81df-0c86852f485a
2024-01-04T08:25:38Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,203.80.35.209,Azure Active Directory,37dee8bc-4e5d-4e5f-ab4a-fd59d1ed922f,2e0f9b67-5fda-4ff5-956d-4679e2251803
2024-01-04T12:17:03Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,55.228.57.162,Azure Active Directory,d6548cb0-4712-4468-b538-157f141dd332,69c13656-1bf1-4c34-8782-9fef3efbe053
2024-01-04T13:48:53Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,203.101.85.219,Azure Active Directory,6788aa06-d9d1-4462-a011-05019080e18f,4d501142-f176-46c3-875a-bb493de07039
2024-01-04T14:47:20Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,162.241.98.207,Azure Active Directory,16d2cf1b-9ed4-47b4-b80e-0656225c307d,50ede259-1cec-46c0-af08-637b6d296fb4
2024-01-04T15:18:22Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,48.116.11.56,Azure Active Directory,869c30ee-02be-4f57-b8fd-7b0243740361,50a82742-ca74-486a-94ef-74dc3d042b7c
2024-01-04T15:24:40Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,39.107.108.71,Azure Active Directory,4d67f3f6-f2f8-41cf-ab5a-d5d082cf4c7b,64b21530-8362-430c-a76b-03015b348bdf
2024-01-04T18:06:15Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,227.2.28.213,Azure Active Directory,3c09a84e-cc2c-41cb-890a-f37873087727,7f175260-fbb1-41b3-b09b-29667acb48d9
2024-01-04T18:23:53Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,236.203.101.158,Azure Active Directory,249df0d4-dbdb-4879-a28e-ef56fdac5a43,0265118e-81d2-49c0-b096-532df700e749
2024-01-05T09:57:27Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,59.232.51.117,Azure Active Directory,b972adf1-4a52-4387-804d-5501c42cd324,649f99a7-eac1-41f3-9753-638cb9be3a42
2024-01-05T12:43:46Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,223.59.98.198,Azure Active Directory,748741c4-2c85-4087-be4f-e71c545c995b,b7eaec58-0009-442b-8281-781dae274bab
2024-01-05T13:21:16Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,42.235.236.20,Azure Active Directory,83d17948-5fb6-40c5-8838-4a56a39becd4,f5ac2460-0ee9-4da2-90b8-050f1156964a
2024-01-05T14:30:36Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,26.206.237.47,Azure Active Directory,8fff1b94-cebc-4961-ad2d-63039bdd7dd3,edda47d7-e42b-4aca-bf6d-c39b88644cb7
2024-01-05T15:52:20Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,167.23.33.33,Azure Active Directory,b4254435-e021-4774-98c3-f9c0dbceb419,94120b04-bc65-4320-9390-807373c2b30a
2024-01-05T16:51:28Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,239.241.250.115,Azure Active Directory,4ece1c70-ebaa-4da1-9191-2c781fa35e75,ac77c0a8-fd92-4399-bf06-6f7f2b4903b6
2024-01-05T17:12:54Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,169.63.180.225,Azure Active Directory,ab509666-9489-4356-bc96-bb5c8b202cbe,1758f8cd-1393-438b-9685-5fd4f493ce1a
2024-01-05T18:12:16Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,177.21.72.43,Azure Active Directory,60411f92-486c-4667-8cc3-637087adf2e9,b10eb668-0cdb-49fa-b31f-c3412042830e
2024-01-08T07:44:05Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,152.245.80.195,Azure Active Directory,30ebfa19-a00b-484c-9674-0d0480880ee4,2c409f52-6ca6-48e6-bd20-c0930fbdd68d
2024-01-08T09:57:52Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,47.91.232.139,Azure Active Directory,68cefe23-e396-4901-aa98-25ff8466503b,b06548a5-d83f-403d-9b87-ea6ba17c87ac
2024-01-08T10:43:37Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,212.218.169.27,Azure Active Directory,82fe698b-d004-4cda-9301-0778202fa24e,120a3989-0df8-496f-8d63-df07846f108c
2024-01-08T11:28:54Z,UserLoginFailed,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Failed,17.11.252.79,Azure Active Directory,a0a1cfa1-375f-40a7-8380-87589982fbbf,b8156d6f-f213-4768-81fd-b11912ff4629
2024-01-08T17:13:59Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,73.235.89.111,Azure Active Directory,1ed9a598-4e2e-465e-90c0-351d0ca96494,b7a04623-aa7d-4f68-bccb-3b06f0e5f3de
2024-01-08T18:01:28Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,113.68.170.212,Azure Active Directory,2f96cdad-ac72-41a9-bee7-1b9205f54668,bdafb2c8-0c44-4d79-a49c-2d3d8e990740
2024-01-08T18:19:51Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,89.218.56.199,Azure Active Directory,f516429e-23fd-41c7-a6f7-0e584a018e45,86a7634f-9889-4892-a0a8-9770ccf3b4af
2024-01-08T18:20:06Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,127.253.65.192,Azure Active Directory,87b63c82-1cae-43d7-9c7e-1b0dabda3ee5,142cb13f-4a76-427b-8c69-d30f460d2831
2024-01-09T08:09:07Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,61.51.36.40,Azure Active Directory,11485afb-e5bd-439e-92da-70969a5a9032,d3dab229-419b-4f05-b5c3-f0a18ae001e1
2024-01-09T08:14:29Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,120.212.242.35,Azure Active Directory,400a27fa-7203-4fd2-8915-8c5e2e68cffa,c0d51a7a-14e9-4499-ab3d-d10c067999e3
2024-01-09T10:34:04Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,109.143.146.6,Azure Active Directory,effc1006-6884-4303-9486-507d42eafab0,763e0442-0ef4-436c-b596-f72b1c4e89ff
2024-01-09T12:25:13Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,25.166.127.76,Azure Active Directory,865eb552-ccc8-4449-a9ab-008f43975ad6,bf968560-f54d-4bbf-9e62-3093befa8a89
2024-01-09T12:49:06Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,90.8.149.147,Azure Active Directory,2e0f765f-a52f-4d29-9fd6-710a95c1bb40,c93c9e04-3b80-4680-afcd-03cf3ad7c48f
2024-01-09T13:50:24Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,105.201.244.13,Azure Active Directory,9919274e-c06b-4709-8eb7-6e5f8cf3655a,9f89afb4-c8c1-492f-afcf-9ebdbfdaf927
2024-01-09T16:27:22Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,87.172.160.191,Azure Active Directory,98f77f90-5fcd-4fcd-bfd4-fcaa9580179c,86915b72-a2a8-4f6e-8f3f-d010976dee45
2024-01-09T17:21:09Z,UserLoginFailed,george.wickham@winchester77.onmicrosoft.com,Login,Failed,128.138.204.26,Azure Active Directory,23d77b1c-2600-4e4a-bf7f-d3896f3fe9bd,9de4a37f-d367-43c4-bef7-9c126ac94cfa
2024-01-10T09:18:16Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,214.113.175.238,Azure Active Directory,97d8f8ab-bacb-4b4a-af45-2454377a0e7c,4732fd0f-f8cb-4b94-b037-a82a8d880bec
2024-01-10T09:35:43Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,229.6.188.16,Azure Active Directory,8e75ba47-4b7a-4673-ac2c-2619d5135065,a3f13d90-802a-4fd9-aba1-e2377e65f3a3
2024-01-10T12:30:03Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,34.160.52.243,Azure Active Directory,7f09c77c-7984-4128-87e4-12a716ee5db4,5596cf5d-9b54-44d9-a06d-130080a615c5
2024-01-10T13:35:22Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,47.96.135.168,Azure Active Directory,c37fe872-ccda-46f8-bdaa-2aad6c2cdce4,c6e5acb0-cdcb-4d4d-b702-b4248533c648
2024-01-10T13:56:12Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,88.204.86.141,Azure Active Directory,bbea06dd-99c2-4349-8af8-ff6bf3d4612f,ef6bad17-ba4b-4791-98c9-43ea3661b4ca
2024-01-10T14:24:25Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,93.208.233.76,Azure Active Directory,9d29c65f-8b8d-42dc-ac6d-90acdf51e2bb,257696b9-51d5-46a6-908b-f6a140ce3341
2024-01-10T16:59:27Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,13.210.222.245,Azure Active Directory,55f60c0b-3649-4810-9471-f33746cf8124,e5ca0e92-dc10-4ce2-91d9-548f95ae1abb
2024-01-10T18:20:26Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,4.227.239.87,Azure Active Directory,10a7de1a-9601-4e80-9d56-3f1a7dfb4b4e,a633008f-309d-4e2e-af91-885aba0e2254
2024-01-11T07:30:15Z,UserLoginFailed,george.wickham@winchester77.onmicrosoft.com,Login,Failed,36.221.63.236,Azure Active Directory,e1a4afe6-196e-46ec-b5c0-0a10ede2ba8a,3f64581f-5c7c-49f5-bf5e-877a41d23047
2024-01-11T08:32:10Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,151.10.2.181,Azure Active Directory,b21cc3f8-2a93-44bb-bcc2-98a85d674e22,0807b120-ca56-4d31-a1ca-5a7e81676e88
2024-01-11T09:53:43Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,224.109.45.110,Azure Active Directory,79b68f55-29ab-4996-a232-652b00e1952c,c98d13d5-fb58-40a6-8c3b-7b53984b9be6
2024-01-11T11:19:14Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,143.80.26.71,Azure Active Directory,95d663ad-391e-4252-816d-ca28327773a4,5456e77d-1998-41fe-bd1f-7f3c9b843d2a
2024-01-11T14:15:29Z,UserLoginFailed,charles.bingley@winchester77.onmicrosoft.com,Login,Failed,186.197.167.237,Azure Active Directory,dc4bc580-2c82-4cc3-a1a8-4aeb4b18d659,09db324b-1a32-4c66-a984-e38573304402
2024-01-11T14:16:45Z,UserLoginFailed,charles.bingley@winchester77.onmicrosoft.com,Login,Failed,186.197.167.237,Azure Active Directory,350a5bf7-8c6a-49be-a0af-7f0f8e963569,62209c3d-aaa3-4b80-9f96-5ce8bfe02445
2024-01-11T14:18:19Z,UserLoginFailed,charles.bingley@winchester77.onmicrosoft.com,Login,Failed,186.197.167.237,Azure Active Directory,ab8df3167-45e9-446e-919e-0a1648cb4dc4,2c0049ce-1d03-4471-ae0a-b14268601f72
2024-01-11T14:25:03Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,186.197.167.237,Azure Active Directory,eddf3167-72e8-4ade-952e-0a6248cb4dc4,9d00a9ce-1d09-4471-ae0a-b14268601f72
2024-01-11T14:52:54Z,UserLoginFailed,lydia.bennet@winchester77.onmicrosoft.com,Login,Failed,152.220.13.249,Azure Active Directory,f92ad61b-4334-4aae-a949-6519d44000e0,83c45cfd-8888-4262-829b-0ce375a2c76e
2024-01-11T14:53:57Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,198.71.203.64,Azure Active Directory,38b08017-b3ce-4714-b86d-0af7ebd49be7,09806d99-07a8-4415-a547-e25c8dec96a5
2024-01-11T15:19:14Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,143.80.26.71,Azure Active Directory,95d613ad-3791e-4252-816d-ca28324773a4,5cfc577d-1888-41fe-bd1f-7f3c9b833d2a
2024-01-11T18:16:50Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,176.66.67.23,Azure Active Directory,03ea2029-3e64-4063-8de6-2c85eb206c01,c0c7daf8-cb77-4273-9c42-47da41b00894
2024-01-12T08:16:09Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,39.153.213.59,Azure Active Directory,8fc9cfd7-7d43-4e8e-aa06-a6c7f6394fa4,7de6907c-766f-4d14-af0a-a98b00c2f3fb
2024-01-12T08:26:15Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,200.215.113.19,Azure Active Directory,c4828096-28ef-48f6-8718-daefbdee7c4e,a0369421-5712-493b-93ff-8120239ccedd
2024-01-12T09:37:57Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,87.107.52.123,Azure Active Directory,456816ae-e0d2-4381-aea0-a894ca7ec3de,25bc786b-427d-4cc6-a22e-25c3685ccb95
2024-01-12T11:13:24Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,172.39.221.147,Azure Active Directory,5aff70ae-730b-47d6-9f5b-26eb56bfa51e,f6d12a4d-fdb2-4338-a598-5782ed0f0554
2024-01-12T11:47:33Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,176.202.164.224,Azure Active Directory,4a2cc876-4b34-4a25-9e4a-7c2a684b6769,58e81bf9-9e38-4874-871c-61ec77080cf9
2024-01-12T14:22:41Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,166.84.109.90,Azure Active Directory,b5903da2-6856-42d9-aa2d-7f3a7aa253c4,60c8c38f-6e1b-4494-a980-419b46297eb9
2024-01-12T14:29:32Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,226.202.214.253,Azure Active Directory,8abd35d2-f18a-4dc1-9724-09208adac8bd,b3ddc1ce-b450-4e62-8f76-f0592460c4b7
2024-01-12T18:22:50Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,12.183.78.167,Azure Active Directory,a63b1d92-da0f-4fa4-96d6-c468424a9270,6dfc386d-74d7-4ec1-86ea-fa6ba0e681ce
2024-01-15T08:07:00Z,UserLoginFailed,catherine.debourgh@winchester77.onmicrosoft.com,Login,Failed,14.101.150.121,Azure Active Directory,00ef36e0-f35a-4079-8527-6e6a45ff60c6,0a0fd5b3-dca3-45f9-bb6d-5a1ae0e356ef
2024-01-15T08:21:33Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,71.185.137.57,Azure Active Directory,51d92de1-937a-4fd1-a938-57cc69704729,099a7184-41f8-4bd3-abd2-e169588ad0b3
2024-01-15T09:22:59Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,123.71.17.103,Azure Active Directory,f1974a4e-52f4-46b5-8b92-bc325755c21a,ed448d3e-a45d-4f91-9e4e-7d40041146be
2024-01-15T10:26:37Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,144.231.115.9,Azure Active Directory,600dd015-ea6f-4422-a956-098c3f459479,26e764f7-5280-4c98-be72-3908838a1e94
2024-01-15T10:32:42Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,41.207.249.139,Azure Active Directory,aac8588e-5871-45d8-8f8d-cf655332ee1d,f2f44e30-c037-401c-ad4b-6de82cdb6fd4
2024-01-15T12:06:14Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,109.100.35.205,Azure Active Directory,8c196535-30fd-4967-a047-5d2a281fa408,e566a92d-836f-4238-a121-4739086f76c8
2024-01-15T13:39:48Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,151.159.124.153,Azure Active Directory,fd78ec39-0acf-46ba-9355-0abf9c626f1d,6924658f-e0b3-45ef-8bd8-aed65c609e15
2024-01-15T15:01:05Z,UserLoginFailed,mister.bennet@winchester77.onmicrosoft.com,Login,Failed,163.41.99.114,Azure Active Directory,4921487c-99a2-418d-bd31-f6b049b9f291,484eb89-2331-498e-b982-5f6be710e0g1
2024-01-15T15:02:16Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,163.41.99.114,Azure Active Directory,1021487c-99a2-418d-bd31-f6b049b9f291,404fbaf6-2f31-418e-b9a2-5f6be714e031
2024-01-16T07:17:30Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,79.235.94.55,Azure Active Directory,0d97d2f2-2782-4aee-9fec-1685bfadcfe2,2c404a83-8a46-46dd-b24c-3ef45ed09c4c
2024-01-16T08:42:12Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,205.199.235.41,Azure Active Directory,14240908-899d-4542-ab26-4499bbcfcf9a,7b0513c5-7aa9-4897-8cf4-da6eccb968fa
2024-01-16T09:06:58Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,69.120.197.233,Azure Active Directory,aaa0b108-b52c-463e-8cb4-4540034fc54d,c82e1145-cce1-40fd-aef8-f41a11cff5b6
2024-01-16T09:18:49Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,93.213.101.161,Azure Active Directory,49b47dca-caea-4dc8-a939-1586fc589786,0a2c9f7b-3a31-4099-95d1-54bb5251afa5
2024-01-16T09:37:29Z,UserLoggedIn,george.wickham@winchester77.onmicrosoft.com,Login,Succeeded,48.63.60.115,Azure Active Directory,d2546308-6e67-464b-af10-9ec263679ec2,779bdd93-9010-4330-88e3-cfc614cb5d33
2024-01-16T11:20:11Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,195.131.220.54,Azure Active Directory,9ae2d17c-e046-41fa-a411-b4b120c92d8e,c31c35ae-0ca0-4ae8-b1d5-95513ee39f42
2024-01-16T11:57:38Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,77.11.3.36,Azure Active Directory,57b892ea-5ba8-41bc-972b-17154eb3b73b,d0027ad7-9ab6-40e3-9b59-3d80703c45ec
2024-01-16T12:38:51Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,171.142.154.99,Azure Active Directory,303ab852-01a8-4a2a-84e7-531b6b80b0f6,737a46ba-ba45-4f58-b07b-c5d473765de0
2024-01-17T09:15:49Z,UserLoggedIn,lydia.bennet@winchester77.onmicrosoft.com,Login,Succeeded,21.216.12.112,Azure Active Directory,ee004dff-c66b-4bb8-96b3-7b5985ff7c27,444ba526-fdfc-4814-9d43-6cbd97dbae8b
2024-01-17T09:28:11Z,UserLoggedIn,catherine.debourgh@winchester77.onmicrosoft.com,Login,Succeeded,221.32.21.193,Azure Active Directory,46db9cb6-ec0a-4595-9d17-858fc8dbd90b,6ed29132-6da6-44ff-a777-3ba215a7a57c
2024-01-17T10:50:22Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,87.122.150.146,Azure Active Directory,a7c1b2ed-2718-4c10-ab06-bf23e191a0d5,bcb51a77-cce3-424f-bce1-7ee2f437c99f
2024-01-17T13:08:52Z,UserLoggedIn,charles.bingley@winchester77.onmicrosoft.com,Login,Succeeded,116.10.170.126,Azure Active Directory,f4d60f4f-140b-4bd4-bbe2-af5440c129b1,b4c6442b-5d84-4295-9370-16bb038057de
2024-01-17T13:30:37Z,UserLoggedIn,mister.bennet@winchester77.onmicrosoft.com,Login,Succeeded,7.57.71.89,Azure Active Directory,3dce229f-c43b-4e89-b053-27a4f61b3fae,8b6a9f2e-2a61-4996-85a2-54044bc47241
2024-01-17T13:37:17Z,UserLoggedIn,elizabeth.bennet@winchester77.onmicrosoft.com,Login,Succeeded,130.94.160.56,Azure Active Directory,0b41b873-0fb4-45be-938e-3af5d52bf337,96e438be-e3b5-47de-a644-e4d68b6a4b49
2024-01-17T14:17:28Z,UserLoggedIn,jane.bennet@winchester77.onmicrosoft.com,Login,Succeeded,120.49.182.22,Azure Active Directory,3c5745f1-bb14-432d-a090-a50d2365d6ae,d144a41b-4a93-4126-abac-9b15c0b2593f
